ID,total,param,local,global,compiles,time,J,GFLOP/s,GFLOP/watt,status
1,578,0   16   16   32    8    8    8    8    2    1    1    0    0    0    0    1,8       8,2048    2048,OK     43 ms,97.62 ms,11.65,1407.8,11.8,results match
2,578,0   16   16   32    8    8    8    8    2    1    1    0    0    1    1    1,8       8,2048    2048,OK     34 ms,77.59 ms,9.68,1771.1,14.2,results match
3,578,0   16   16   32    8    8    8    8    2    1    2    0    0    0    0    1,8       8,2048    2048,OK     24 ms,80.96 ms,9.49,1697.4,14.5,results match
4,578,0   16   16   32    8    8    8    8    2    1    2    0    0    1    1    1,8       8,2048    2048,OK     32 ms,66.69 ms,8.39,2060.5,16.4,results match
5,578,0   16   16   32    8    8    8    8    2    2    1    0    0    0    0    1,8       8,2048    2048,OK     25 ms,75.62 ms,9.26,1817.3,14.8,results match
6,578,0   16   16   32    8    8    8    8    2    2    1    0    0    1    1    1,8       8,2048    2048,OK     27 ms,63.37 ms,8.22,2168.4,16.7,results match
7,578,0   16   16   32    8    8    8    8    2    2    2    0    0    0    0    1,8       8,2048    2048,OK     24 ms,61.70 ms,7.81,2227.2,17.6,results match
8,578,0   16   16   32    8    8    8    8    2    2    2    0    0    1    1    1,8       8,2048    2048,OK     23 ms,60.44 ms,7.84,2273.6,17.5,results match
9,578,0   16   16   32    8   16    8   16    2    1    1    0    0    0    0    1,8      16,2048    4096,OK     33 ms,113.03 ms,13.26,1215.8,10.4,results match
10,578,0   16   16   32    8   16    8   16    2    1    1    0    0    1    1    1,8      16,2048    4096,OK     21 ms,89.57 ms,10.71,1534.3,12.8,results match
11,578,0   16   16   32    8   16    8   16    2    2    1    0    0    0    0    1,8      16,2048    4096,OK     24 ms,90.90 ms,10.92,1511.9,12.6,results match
12,578,0   16   16   32    8   16    8   16    2    2    1    0    0    1    1    1,8      16,2048    4096,OK     41 ms,79.13 ms,9.66,1736.7,14.2,results match
13,578,0   16   16   32   16    8   16    8    2    1    1    0    0    0    0    1,16       8,4096    2048,OK     26 ms,119.58 ms,13.88,1149.2,9.9,results match
14,578,0   16   16   32   16    8   16    8    2    1    1    0    0    1    1    1,16       8,4096    2048,OK     28 ms,90.87 ms,10.71,1512.3,12.8,results match
15,578,0   16   16   32   16    8   16    8    2    1    2    0    0    0    0    1,16       8,4096    2048,OK     27 ms,94.27 ms,11.28,1457.7,12.2,results match
16,578,0   16   16   32   16    8   16    8    2    1    2    0    0    1    1    1,16       8,4096    2048,OK     23 ms,75.37 ms,9.13,1823.3,15.0,results match
17,578,0   16   16   32   16   16   16   16    2    1    1    0    0    0    0    1,16      16,4096    4096,OK     22 ms,148.67 ms,17.05,924.4,8.1,results match
18,578,0   16   16   32   16   16   16   16    2    1    1    0    0    1    1    1,16      16,4096    4096,OK     37 ms,102.78 ms,11.62,1337.0,11.8,results match
19,578,0   16   32   32    8    8    8    8    2    1    1    0    0    0    0    1,8       8,2048    1024,OK     30 ms,59.30 ms,6.95,2317.4,19.8,results match
20,578,0   16   32   32    8    8    8    8    2    1    1    0    0    1    1    1,8       8,2048    1024,OK     31 ms,58.16 ms,6.96,2362.6,19.7,results match
21,578,0   16   32   32    8    8    8    8    2    1    2    0    0    0    0    1,8       8,2048    1024,OK     24 ms,52.22 ms,6.08,2631.7,22.6,results match
22,578,0   16   32   32    8    8    8    8    2    1    2    0    0    1    1    1,8       8,2048    1024,OK     22 ms,48.82 ms,6.02,2815.0,22.8,results match
23,578,0   16   32   32    8    8    8    8    2    1    4    0    0    0    0    1,8       8,2048    1024,OK     20 ms,44.60 ms,5.40,3081.1,25.4,results match
24,578,0   16   32   32    8    8    8    8    2    1    4    0    0    1    1    1,8       8,2048    1024,OK     19 ms,45.40 ms,5.66,3026.9,24.3,results match
25,578,0   16   32   32    8    8    8    8    2    2    1    0    0    0    0    1,8       8,2048    1024,OK     25 ms,56.10 ms,6.47,2449.5,21.3,results match
26,578,0   16   32   32    8    8    8    8    2    2    1    0    0    1    1    1,8       8,2048    1024,OK     52 ms,46.48 ms,5.81,2956.8,23.6,results match
27,578,0   16   32   32    8    8    8    8    2    2    2    0    0    0    0    1,8       8,2048    1024,OK     31 ms,50.43 ms,6.08,2724.8,22.6,results match
28,578,0   16   32   32    8    8    8    8    2    2    2    0    0    1    1    1,8       8,2048    1024,OK     30 ms,45.24 ms,5.66,3037.8,24.3,results match
29,578,0   16   32   32    8    8    8    8    2    2    4    0    0    0    0    1,8       8,2048    1024,OK     27 ms,40.91 ms,4.94,3359.0,27.8,results match
30,578,0   16   32   32    8    8    8    8    2    2    4    0    0    1    1    1,8       8,2048    1024,OK     20 ms,41.79 ms,5.27,3288.6,26.1,results match
31,578,0   16   32   32    8   16    8   16    2    1    1    0    0    0    0    1,8      16,2048    2048,OK     27 ms,81.55 ms,9.61,1685.2,14.3,results match
32,578,0   16   32   32    8   16    8   16    2    1    1    0    0    1    1    1,8      16,2048    2048,OK     14 ms,64.79 ms,7.54,2121.0,18.2,results match
33,578,0   16   32   32    8   16    8   16    2    1    2    0    0    0    0    1,8      16,2048    2048,OK     22 ms,69.92 ms,8.21,1965.3,16.7,results match
34,578,0   16   32   32    8   16    8   16    2    1    2    0    0    1    1    1,8      16,2048    2048,OK     20 ms,55.04 ms,6.50,2497.0,21.1,results match
35,578,0   16   32   32    8   16    8   16    2    2    1    0    0    0    0    1,8      16,2048    2048,OK     19 ms,70.82 ms,8.30,1940.6,16.6,results match
36,578,0   16   32   32    8   16    8   16    2    2    1    0    0    1    1    1,8      16,2048    2048,OK     21 ms,52.24 ms,6.30,2630.6,21.8,results match
37,578,0   16   32   32    8   16    8   16    2    2    2    0    0    0    0    1,8      16,2048    2048,OK     16 ms,57.38 ms,6.94,2394.9,19.8,results match
38,578,0   16   32   32    8   16    8   16    2    2    2    0    0    1    1    1,8      16,2048    2048,OK     12 ms,49.83 ms,6.00,2758.0,22.9,results match
39,578,0   16   32   32    8   32    8   32    2    1    1    0    0    0    0    1,8      32,2048    4096,OK     10 ms,106.06 ms,11.73,1295.7,11.7,results match
40,578,0   16   32   32    8   32    8   32    2    1    1    0    0    1    1    1,8      32,2048    4096,OK     11 ms,76.38 ms,8.27,1799.2,16.6,results match
41,578,0   16   32   32    8   32    8   32    2    2    1    0    0    0    0    1,8      32,2048    4096,OK     29 ms,85.49 ms,9.85,1607.5,13.9,results match
42,578,0   16   32   32    8   32    8   32    2    2    1    0    0    1    1    1,8      32,2048    4096,OK     16 ms,68.50 ms,7.76,2006.0,17.7,results match
43,578,0   16   32   32   16    8   16    8    2    1    1    0    0    0    0    1,16       8,4096    1024,OK     15 ms,85.58 ms,9.64,1605.7,14.3,results match
44,578,0   16   32   32   16    8   16    8    2    1    1    0    0    1    1    1,16       8,4096    1024,OK     22 ms,73.39 ms,8.32,1872.5,16.5,results match
45,578,0   16   32   32   16    8   16    8    2    1    2    0    0    0    0    1,16       8,4096    1024,OK     19 ms,67.96 ms,7.41,2022.0,18.6,results match
46,578,0   16   32   32   16    8   16    8    2    1    2    0    0    1    1    1,16       8,4096    1024,OK     13 ms,59.20 ms,6.86,2321.2,20.0,results match
47,578,0   16   32   32   16    8   16    8    2    1    4    0    0    0    0    1,16       8,4096    1024,OK     23 ms,59.45 ms,7.06,2311.4,19.5,results match
48,578,0   16   32   32   16    8   16    8    2    1    4    0    0    1    1    1,16       8,4096    1024,OK     24 ms,51.22 ms,6.05,2683.0,22.7,results match
49,578,0   16   32   32   16   16   16   16    2    1    1    0    0    0    0    1,16      16,4096    2048,OK     10 ms,112.67 ms,12.44,1219.7,11.0,results match
50,578,0   16   32   32   16   16   16   16    2    1    1    0    0    1    1    1,16      16,4096    2048,OK     25 ms,78.77 ms,8.75,1744.7,15.7,results match
51,578,0   16   32   32   16   16   16   16    2    1    2    0    0    0    0    1,16      16,4096    2048,OK      9 ms,86.00 ms,9.96,1597.8,13.8,results match
52,578,0   16   32   32   16   16   16   16    2    1    2    0    0    1    1    1,16      16,4096    2048,OK     25 ms,63.52 ms,7.07,2163.3,19.4,results match
53,578,0   16   32   32   16   32   16   32    2    1    1    0    0    0    0    1,16      32,4096    4096,OK     22 ms,141.18 ms,15.38,973.4,8.9,results match
54,578,0   16   32   32   16   32   16   32    2    1    1    0    0    1    1    1,16      32,4096    4096,OK     25 ms,91.88 ms,9.74,1495.7,14.1,results match
55,578,0   16   64   32    8    8    8    8    2    1    1    0    0    0    0    1,8       8,2048     512,OK     34 ms,46.61 ms,5.40,2948.3,25.4,results match
56,578,0   16   64   32    8    8    8    8    2    1    1    0    0    1    1    1,8       8,2048     512,OK      9 ms,54.09 ms,6.33,2540.4,21.7,results match
57,578,0   16   64   32    8    8    8    8    2    1    2    0    0    0    0    1,8       8,2048     512,OK     19 ms,41.16 ms,4.82,3338.8,28.5,results match
58,578,0   16   64   32    8    8    8    8    2    1    2    0    0    1    1    1,8       8,2048     512,OK     22 ms,41.97 ms,4.98,3274.1,27.6,results match
59,578,0   16   64   32    8    8    8    8    2    1    4    0    0    0    0    1,8       8,2048     512,OK     30 ms,39.34 ms,4.62,3492.8,29.8,results match
60,578,0   16   64   32    8    8    8    8    2    1    4    0    0    1    1    1,8       8,2048     512,OK     22 ms,37.76 ms,4.56,3639.8,30.2,results match
61,578,0   16   64   32    8    8    8    8    2    2    1    0    0    0    0    1,8       8,2048     512,OK     28 ms,44.57 ms,5.10,3083.2,27.0,results match
62,578,0   16   64   32    8    8    8    8    2    2    1    0    0    1    1    1,8       8,2048     512,OK     21 ms,42.42 ms,5.10,3239.7,27.0,results match
63,578,0   16   64   32    8    8    8    8    2    2    2    0    0    0    0    1,8       8,2048     512,OK     13 ms,38.86 ms,4.64,3536.0,29.6,results match
64,578,0   16   64   32    8    8    8    8    2    2    2    0    0    1    1    1,8       8,2048     512,OK     23 ms,40.05 ms,4.81,3431.4,28.6,results match
65,578,0   16   64   32    8    8    8    8    2    2    4    0    0    0    0    1,8       8,2048     512,OK     22 ms,36.29 ms,4.35,3786.3,31.6,results match
66,578,0   16   64   32    8    8    8    8    2    2    4    0    0    1    1    1,8       8,2048     512,OK     12 ms,35.32 ms,4.32,3891.2,31.8,results match
67,578,0   16   64   32    8   16    8   16    2    1    1    0    0    0    0    1,8      16,2048    1024,OK     24 ms,57.07 ms,6.44,2408.1,21.3,results match
68,578,0   16   64   32    8   16    8   16    2    1    1    0    0    1    1    1,8      16,2048    1024,OK     21 ms,53.52 ms,6.10,2567.6,22.5,results match
69,578,0   16   64   32    8   16    8   16    2    1    2    0    0    0    0    1,8      16,2048    1024,OK     10 ms,48.77 ms,5.51,2817.8,24.9,results match
70,578,0   16   64   32    8   16    8   16    2    1    2    0    0    1    1    1,8      16,2048    1024,OK     29 ms,44.72 ms,5.15,3072.9,26.7,results match
71,578,0   16   64   32    8   16    8   16    2    1    4    0    0    0    0    1,8      16,2048    1024,OK     20 ms,42.79 ms,5.05,3211.4,27.2,results match
72,578,0   16   64   32    8   16    8   16    2    1    4    0    0    1    1    1,8      16,2048    1024,OK     24 ms,40.53 ms,4.74,3390.5,29.0,results match
73,578,0   16   64   32    8   16    8   16    2    2    1    0    0    0    0    1,8      16,2048    1024,OK     34 ms,53.04 ms,5.88,2590.7,23.4,results match
74,578,0   16   64   32    8   16    8   16    2    2    1    0    0    1    1    1,8      16,2048    1024,OK     19 ms,42.68 ms,5.05,3220.1,27.2,results match
75,578,0   16   64   32    8   16    8   16    2    2    2    0    0    0    0    1,8      16,2048    1024,OK      9 ms,47.65 ms,5.52,2883.8,24.9,results match
76,578,0   16   64   32    8   16    8   16    2    2    2    0    0    1    1    1,8      16,2048    1024,OK     10 ms,41.21 ms,4.83,3334.8,28.4,results match
77,578,0   16   64   32    8   16    8   16    2    2    4    0    0    0    0    1,8      16,2048    1024,OK      9 ms,39.03 ms,4.59,3520.8,29.9,results match
78,578,0   16   64   32    8   16    8   16    2    2    4    0    0    1    1    1,8      16,2048    1024,OK     12 ms,38.11 ms,4.49,3606.0,30.6,results match
79,578,0   16   64   32    8   32    8   32    2    1    1    0    0    0    0    1,8      32,2048    2048,OK      9 ms,74.87 ms,8.34,1835.4,16.5,results match
80,578,0   16   64   32    8   32    8   32    2    1    1    0    0    1    1    1,8      32,2048    2048,OK     11 ms,59.25 ms,6.41,2319.4,21.4,results match
81,578,0   16   64   32    8   32    8   32    2    1    2    0    0    0    0    1,8      32,2048    2048,OK     11 ms,66.56 ms,7.51,2064.6,18.3,results match
82,578,0   16   64   32    8   32    8   32    2    1    2    0    0    1    1    1,8      32,2048    2048,OK      9 ms,50.00 ms,5.47,2748.3,25.1,results match
83,578,0   16   64   32    8   32    8   32    2    2    1    0    0    0    0    1,8      32,2048    2048,OK      9 ms,67.46 ms,7.61,2037.1,18.0,results match
84,578,0   16   64   32    8   32    8   32    2    2    1    0    0    1    1    1,8      32,2048    2048,OK     10 ms,47.82 ms,5.37,2873.5,25.6,results match
85,578,0   16   64   32    8   32    8   32    2    2    2    0    0    0    0    1,8      32,2048    2048,OK     10 ms,54.41 ms,6.34,2525.5,21.7,results match
86,578,0   16   64   32    8   32    8   32    2    2    2    0    0    1    1    1,8      32,2048    2048,OK     11 ms,45.27 ms,5.13,3035.3,26.8,results match
87,578,0   16   64   32   16    8   16    8    2    1    1    0    0    0    0    1,16       8,4096     512,OK     10 ms,71.94 ms,8.03,1910.3,17.1,results match
88,578,0   16   64   32   16    8   16    8    2    1    1    0    0    1    1    1,16       8,4096     512,OK     10 ms,67.90 ms,7.42,2023.9,18.5,results match
89,578,0   16   64   32   16    8   16    8    2    1    2    0    0    0    0    1,16       8,4096     512,OK     13 ms,54.54 ms,6.14,2519.5,22.4,results match
90,578,0   16   64   32   16    8   16    8    2    1    2    0    0    1    1    1,16       8,4096     512,OK     10 ms,50.61 ms,5.67,2715.3,24.2,results match
91,578,0   16   64   32   16    8   16    8    2    1    4    0    0    0    0    1,16       8,4096     512,OK      9 ms,51.13 ms,5.92,2687.8,23.2,results match
92,578,0   16   64   32   16    8   16    8    2    1    4    0    0    1    1    1,16       8,4096     512,OK     10 ms,44.96 ms,5.12,3056.6,26.8,results match
93,578,0   16   64   32   16   16   16   16    2    1    1    0    0    0    0    1,16      16,4096    1024,OK      8 ms,83.05 ms,9.00,1654.7,15.3,results match
94,578,0   16   64   32   16   16   16   16    2    1    1    0    0    1    1    1,16      16,4096    1024,OK     10 ms,68.54 ms,7.43,2005.0,18.5,results match
95,578,0   16   64   32   16   16   16   16    2    1    2    0    0    0    0    1,16      16,4096    1024,OK      9 ms,67.08 ms,7.23,2048.7,19.0,results match
96,578,0   16   64   32   16   16   16   16    2    1    2    0    0    1    1    1,16      16,4096    1024,OK     11 ms,54.01 ms,5.95,2544.6,23.1,results match
97,578,0   16   64   32   16   16   16   16    2    1    4    0    0    0    0    1,16      16,4096    1024,OK     11 ms,57.11 ms,6.56,2406.3,21.0,results match
98,578,0   16   64   32   16   16   16   16    2    1    4    0    0    1    1    1,16      16,4096    1024,OK      9 ms,46.84 ms,5.23,2933.7,26.3,results match
99,578,0   16   64   32   16   32   16   32    2    1    1    0    0    0    0    1,16      32,4096    2048,OK     10 ms,108.34 ms,11.47,1268.4,12.0,results match
100,578,0   16   64   32   16   32   16   32    2    1    1    0    0    1    1    1,16      32,4096    2048,OK     10 ms,73.90 ms,7.74,1859.5,17.7,results match
101,578,0   16   64   32   16   32   16   32    2    1    2    0    0    0    0    1,16      32,4096    2048,OK     10 ms,83.20 ms,9.28,1651.7,14.8,results match
102,578,0   16   64   32   16   32   16   32    2    1    2    0    0    1    1    1,16      32,4096    2048,OK      9 ms,58.93 ms,6.18,2331.9,22.2,results match
103,578,0   32   16   32    8    8    8    8    2    1    1    0    0    0    0    1,8       8,1024    2048,OK      9 ms,62.97 ms,7.54,2182.3,18.2,results match
104,578,0   32   16   32    8    8    8    8    2    1    1    0    0    1    1    1,8       8,1024    2048,OK      9 ms,62.09 ms,7.57,2213.4,18.1,results match
105,578,0   32   16   32    8    8    8    8    2    1    2    0    0    0    0    1,8       8,1024    2048,OK     10 ms,53.74 ms,6.47,2557.3,21.2,results match
106,578,0   32   16   32    8    8    8    8    2    1    2    0    0    1    1    1,8       8,1024    2048,OK     10 ms,56.27 ms,6.97,2442.3,19.7,results match
107,578,0   32   16   32    8    8    8    8    2    2    1    0    0    0    0    1,8       8,1024    2048,OK      9 ms,59.25 ms,7.30,2319.5,18.8,results match
108,578,0   32   16   32    8    8    8    8    2    2    1    0    0    1    1    1,8       8,1024    2048,OK      9 ms,50.93 ms,6.59,2698.1,20.8,results match
109,578,0   32   16   32    8    8    8    8    2    2    2    0    0    0    0    1,8       8,1024    2048,OK     10 ms,50.87 ms,6.40,2701.3,21.5,results match
110,578,0   32   16   32    8    8    8    8    2    2    2    0    0    1    1    1,8       8,1024    2048,OK     11 ms,49.38 ms,6.39,2783.1,21.5,results match
111,578,0   32   16   32    8    8    8    8    2    4    1    0    0    0    0    1,8       8,1024    2048,OK      9 ms,51.03 ms,5.83,2693.2,23.6,results match
112,578,0   32   16   32    8    8    8    8    2    4    1    0    0    1    1    1,8       8,1024    2048,OK      9 ms,47.84 ms,6.32,2872.4,21.8,results match
113,578,0   32   16   32    8    8    8    8    2    4    2    0    0    0    0    1,8       8,1024    2048,OK     10 ms,45.16 ms,5.67,3043.3,24.3,results match
114,578,0   32   16   32    8    8    8    8    2    4    2    0    0    1    1    1,8       8,1024    2048,OK     10 ms,46.49 ms,6.11,2955.8,22.5,results match
115,578,0   32   16   32    8   16    8   16    2    1    1    0    0    0    0    1,8      16,1024    4096,OK     10 ms,82.87 ms,9.74,1658.3,14.1,results match
116,578,0   32   16   32    8   16    8   16    2    1    1    0    0    1    1    1,8      16,1024    4096,OK     10 ms,75.42 ms,8.80,1822.1,15.6,results match
117,578,0   32   16   32    8   16    8   16    2    2    1    0    0    0    0    1,8      16,1024    4096,OK      8 ms,68.95 ms,8.48,1993.1,16.2,results match
118,578,0   32   16   32    8   16    8   16    2    2    1    0    0    1    1    1,8      16,1024    4096,OK     53 ms,65.76 ms,7.94,2089.8,17.3,results match
119,578,0   32   16   32    8   16    8   16    2    4    1    0    0    0    0    1,8      16,1024    4096,OK      9 ms,64.49 ms,8.13,2130.8,16.9,results match
120,578,0   32   16   32    8   16    8   16    2    4    1    0    0    1    1    1,8      16,1024    4096,OK     10 ms,59.33 ms,7.55,2316.3,18.2,results match
121,578,0   32   16   32   16    8   16    8    2    1    1    0    0    0    0    1,16       8,2048    2048,OK     15 ms,83.62 ms,10.17,1643.5,13.5,results match
122,578,0   32   16   32   16    8   16    8    2    1    1    0    0    1    1    1,16       8,2048    2048,OK      9 ms,68.80 ms,8.18,1997.4,16.8,results match
123,578,0   32   16   32   16    8   16    8    2    1    2    0    0    0    0    1,16       8,2048    2048,OK      9 ms,71.94 ms,8.66,1910.2,15.9,results match
124,578,0   32   16   32   16    8   16    8    2    1    2    0    0    1    1    1,16       8,2048    2048,OK     12 ms,60.27 ms,7.35,2280.2,18.7,results match
125,578,0   32   16   32   16    8   16    8    2    2    1    0    0    0    0    1,16       8,2048    2048,OK     11 ms,73.26 ms,8.89,1875.8,15.5,results match
126,578,0   32   16   32   16    8   16    8    2    2    1    0    0    1    1    1,16       8,2048    2048,OK     13 ms,55.63 ms,6.97,2470.5,19.7,results match
127,578,0   32   16   32   16    8   16    8    2    2    2    0    0    0    0    1,16       8,2048    2048,OK     10 ms,59.81 ms,7.47,2297.5,18.4,results match
128,578,0   32   16   32   16    8   16    8    2    2    2    0    0    1    1    1,16       8,2048    2048,OK     10 ms,52.80 ms,6.61,2602.8,20.8,results match
129,578,0   32   16   32   16   16   16   16    2    1    1    0    0    0    0    1,16      16,2048    4096,OK     10 ms,109.56 ms,12.46,1254.3,11.0,results match
130,578,0   32   16   32   16   16   16   16    2    1    1    0    0    1    1    1,16      16,2048    4096,OK     15 ms,81.07 ms,9.23,1695.1,14.9,results match
131,578,0   32   16   32   16   16   16   16    2    2    1    0    0    0    0    1,16      16,2048    4096,OK     11 ms,88.55 ms,10.60,1551.9,13.0,results match
132,578,0   32   16   32   16   16   16   16    2    2    1    0    0    1    1    1,16      16,2048    4096,OK     12 ms,71.48 ms,8.49,1922.5,16.2,results match
133,578,0   32   16   32   32    8   32    8    2    1    1    0    0    0    0    1,32       8,4096    2048,OK      9 ms,115.19 ms,13.06,1193.0,10.5,results match
134,578,0   32   16   32   32    8   32    8    2    1    1    0    0    1    1    1,32       8,4096    2048,OK     11 ms,80.43 ms,9.14,1708.5,15.0,results match
135,578,0   32   16   32   32    8   32    8    2    1    2    0    0    0    0    1,32       8,4096    2048,OK     10 ms,88.88 ms,10.60,1546.2,13.0,results match
136,578,0   32   16   32   32    8   32    8    2    1    2    0    0    1    1    1,32       8,4096    2048,OK     11 ms,67.39 ms,7.88,2039.2,17.4,results match
137,578,0   32   16   32   32   16   32   16    2    1    1    0    0    0    0    1,32      16,4096    4096,OK     10 ms,144.30 ms,16.11,952.3,8.5,results match
138,578,0   32   16   32   32   16   32   16    2    1    1    0    0    1    1    1,32      16,4096    4096,OK     10 ms,95.56 ms,10.68,1438.0,12.9,results match
139,578,0   32   32   32    8    8    8    8    2    1    1    0    0    0    0    1,8       8,1024    1024,OK     10 ms,45.63 ms,5.30,3011.4,25.9,results match
140,578,0   32   32   32    8    8    8    8    2    1    1    0    0    1    1    1,8       8,1024    1024,OK     10 ms,43.53 ms,5.27,3157.0,26.1,results match
141,578,0   32   32   32    8    8    8    8    2    1    2    0    0    0    0    1,8       8,1024    1024,OK      9 ms,43.04 ms,5.06,3192.9,27.2,results match
142,578,0   32   32   32    8    8    8    8    2    1    2    0    0    1    1    1,8       8,1024    1024,OK      9 ms,40.23 ms,4.86,3416.3,28.3,results match
143,578,0   32   32   32    8    8    8    8    2    1    4    0    0    0    0    1,8       8,1024    1024,OK     10 ms,37.76 ms,4.58,3639.2,30.0,results match
144,578,0   32   32   32    8    8    8    8    2    1    4    0    0    1    1    1,8       8,1024    1024,OK      9 ms,37.83 ms,4.65,3632.4,29.6,results match
145,578,0   32   32   32    8    8    8    8    2    2    1    0    0    0    0    1,8       8,1024    1024,OK     10 ms,41.84 ms,4.95,3284.6,27.8,results match
146,578,0   32   32   32    8    8    8    8    2    2    1    0    0    1    1    1,8       8,1024    1024,OK     10 ms,37.30 ms,4.61,3684.3,29.8,results match
147,578,0   32   32   32    8    8    8    8    2    2    2    0    0    0    0    1,8       8,1024    1024,OK     13 ms,39.84 ms,4.70,3448.9,29.2,results match
148,578,0   32   32   32    8    8    8    8    2    2    2    0    0    1    1    1,8       8,1024    1024,OK      9 ms,36.13 ms,4.48,3803.9,30.7,results match
149,578,0   32   32   32    8    8    8    8    2    2    4    0    0    0    0    1,8       8,1024    1024,OK      9 ms,36.62 ms,4.53,3753.0,30.3,results match
150,578,0   32   32   32    8    8    8    8    2    2    4    0    0    1    1    1,8       8,1024    1024,OK      9 ms,34.73 ms,4.31,3957.2,31.9,results match
151,578,0   32   32   32    8    8    8    8    2    4    1    0    0    0    0    1,8       8,1024    1024,OK     10 ms,41.04 ms,5.05,3348.7,27.2,results match
152,578,0   32   32   32    8    8    8    8    2    4    1    0    0    1    1    1,8       8,1024    1024,OK      9 ms,34.45 ms,4.34,3988.8,31.6,results match
153,578,0   32   32   32    8    8    8    8    2    4    2    0    0    0    0    1,8       8,1024    1024,OK      8 ms,38.19 ms,4.55,3598.3,30.2,results match
154,578,0   32   32   32    8    8    8    8    2    4    2    0    0    1    1    1,8       8,1024    1024,OK     11 ms,34.04 ms,4.28,4037.6,32.1,results match
155,578,0   32   32   32    8    8    8    8    2    4    4    0    0    0    0    1,8       8,1024    1024,OK      9 ms,35.28 ms,4.50,3895.2,30.5,results match
156,578,0   32   32   32    8    8    8    8    2    4    4    0    0    1    1    1,8       8,1024    1024,OK      9 ms,33.42 ms,4.19,4111.7,32.8,results match
157,578,0   32   32   32    8   16    8   16    2    1    1    0    0    0    0    1,8      16,1024    2048,OK     10 ms,58.29 ms,6.63,2357.5,20.7,results match
158,578,0   32   32   32    8   16    8   16    2    1    1    0    0    1    1    1,8      16,1024    2048,OK     12 ms,51.85 ms,5.90,2650.6,23.3,results match
159,578,0   32   32   32    8   16    8   16    2    1    2    0    0    0    0    1,8      16,1024    2048,OK      9 ms,49.75 ms,5.79,2762.1,23.7,results match
160,578,0   32   32   32    8   16    8   16    2    1    2    0    0    1    1    1,8      16,1024    2048,OK     10 ms,46.40 ms,5.37,2961.5,25.6,results match
161,578,0   32   32   32    8   16    8   16    2    2    1    0    0    0    0    1,8      16,1024    2048,OK     10 ms,53.91 ms,6.22,2549.2,22.1,results match
162,578,0   32   32   32    8   16    8   16    2    2    1    0    0    1    1    1,8      16,1024    2048,OK     10 ms,42.95 ms,5.13,3199.3,26.8,results match
163,578,0   32   32   32    8   16    8   16    2    2    2    0    0    0    0    1,8      16,1024    2048,OK      8 ms,45.62 ms,5.45,3012.6,25.2,results match
164,578,0   32   32   32    8   16    8   16    2    2    2    0    0    1    1    1,8      16,1024    2048,OK     10 ms,41.56 ms,5.01,3306.5,27.4,results match
165,578,0   32   32   32    8   16    8   16    2    4    1    0    0    0    0    1,8      16,1024    2048,OK      9 ms,46.61 ms,5.13,2948.2,26.8,results match
166,578,0   32   32   32    8   16    8   16    2    4    1    0    0    1    1    1,8      16,1024    2048,OK      9 ms,40.26 ms,4.94,3413.2,27.8,results match
167,578,0   32   32   32    8   16    8   16    2    4    2    0    0    0    0    1,8      16,1024    2048,OK     10 ms,41.57 ms,5.11,3306.1,26.9,results match
168,578,0   32   32   32    8   16    8   16    2    4    2    0    0    1    1    1,8      16,1024    2048,OK     10 ms,39.13 ms,4.87,3511.5,28.2,results match
169,578,0   32   32   32    8   32    8   32    2    1    1    0    0    0    0    1,8      32,1024    4096,OK      9 ms,78.99 ms,8.77,1739.7,15.7,results match
170,578,0   32   32   32    8   32    8   32    2    1    1    0    0    1    1    1,8      32,1024    4096,OK      9 ms,65.17 ms,6.97,2108.7,19.7,results match
171,578,0   32   32   32    8   32    8   32    2    2    1    0    0    0    0    1,8      32,1024    4096,OK     10 ms,63.22 ms,7.40,2173.6,18.6,results match
172,578,0   32   32   32    8   32    8   32    2    2    1    0    0    1    1    1,8      32,1024    4096,OK      9 ms,56.72 ms,6.41,2422.7,21.4,results match
173,578,0   32   32   32    8   32    8   32    2    4    1    0    0    0    0    1,8      32,1024    4096,OK      9 ms,58.84 ms,7.00,2335.7,19.6,results match
174,578,0   32   32   32    8   32    8   32    2    4    1    0    0    1    1    1,8      32,1024    4096,OK     12 ms,52.00 ms,6.11,2642.6,22.5,results match
175,578,0   32   32   32   16    8   16    8    2    1    1    0    0    0    0    1,16       8,2048    1024,OK      9 ms,58.00 ms,6.58,2369.2,20.9,results match
176,578,0   32   32   32   16    8   16    8    2    1    1    0    0    1    1    1,16       8,2048    1024,OK     10 ms,51.12 ms,5.88,2688.4,23.4,results match
177,578,0   32   32   32   16    8   16    8    2    1    2    0    0    0    0    1,16       8,2048    1024,OK     10 ms,49.38 ms,5.68,2782.9,24.2,results match
178,578,0   32   32   32   16    8   16    8    2    1    2    0    0    1    1    1,16       8,2048    1024,OK     10 ms,44.27 ms,5.18,3103.9,26.5,results match
179,578,0   32   32   32   16    8   16    8    2    1    4    0    0    0    0    1,16       8,2048    1024,OK      9 ms,44.15 ms,5.27,3112.4,26.1,results match
180,578,0   32   32   32   16    8   16    8    2    1    4    0    0    1    1    1,16       8,2048    1024,OK     13 ms,40.67 ms,4.84,3378.8,28.4,results match
181,578,0   32   32   32   16    8   16    8    2    2    1    0    0    0    0    1,16       8,2048    1024,OK     10 ms,54.68 ms,6.13,2513.1,22.4,results match
